"","nroInvent","idPlot","nroTree","bal","idSet","sp","ht","hcb","hlcw","taped_faces","status","rc1","rc2","rc3","rc4","damage","dbh1","dbh2","dbh","expan","Observaciones","cl","cr","slender","expan_type","factor_slope","expan2","ba","ba.ha"
"6454","-1","02642108",36,3.00849191495413,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,22.4577761167569,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0396116905256254,1.26087927027594
"6455","-1","02642108",37,23.2580724402508,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,25.5588394334249,14.1471060526129,NA,NA,NA,NA,"ifn",1,14.1471060526129,0.0513064706389932,0.725838081315108
"7017","-1","02642306",1,32.1610350166654,"ibero.pt","026",NA,NA,NA,NA,"5",NA,NA,NA,NA,"0",NA,NA,12.8241939617048,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0129166543285171,0.411149876918565
"7018","-1","02642306",2,0,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,12.4505442750919,127.323954473516,NA,NA,NA,NA,"ifn",1,127.323954473516,0.0121749323123848,1.55016052746022
"7019","-1","02642306",3,32.9790619559425,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,12.6525291958992,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0125731639199425,0.400216237632705
"7020","-1","02642306",4,21.4732710507879,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,16.3630052676636,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0210288741420828,0.669369853473965
"7021","-1","02642306",5,24.0718446865896,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,15.5547102591557,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0190026309068661,0.604872528115713
"7022","-1","02642306",6,12.8333725100244,"ibero.pt","026",NA,NA,NA,NA,"5",NA,NA,NA,NA,"0",NA,NA,11.3261238575121,127.323954473516,NA,NA,NA,NA,"ifn",1,127.323954473516,0.0100751725915321,1.28281081635705
"7023","-1","02642306",7,29.4692803512203,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,13.8788408662529,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0151285140794804,0.481555559476928
"7024","-1","02642306",8,20.7992642734775,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,16.4195831531785,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0211745474006795,0.674006777310358
